Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	completeness	diversification	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	turnover
2810	-719.7985	-570.346	-149.4525	35455.91	0.08632025	0.2614957	0.01275093	0.8882899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.90102	0.3145331	0.993258	0.998268	1.00172	1.00676	0.9010408	8.30439	6.80825	6.97954	6.48093	3.10401	4.44864	1.15025	7.71276	5.3366	6.36168	6.17364	3.04778	2.3781	1.37277	3.70904	5.54296	6.37091	6.85456	3.10492	2.64418	3.08787	3.27119	3.27155	3.23364	2.92696	4.62948	0.9858487
2820	-721.0764	-570.1072	-150.9692	33570.35	0.08849791	0.1359894	0.04346794	1.280483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4193	0.2015394	0.993071	0.99822	1.00176	1.00695	1.323951	8.30439	6.80825	6.97954	6.48093	3.10401	4.44864	1.4597	7.71276	5.3366	6.36168	6.17364	3.04778	2.48594	1.37277	3.70904	5.54296	6.37091	6.85456	3.10492	2.48234	3.08787	2.93716	3.27155	3.411	2.92696	4.58422	0.967168
2830	-727.3776	-575.0168	-152.3608	7210.305	0.0869512	0.316884	0.08988924	0.8216614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.31395	0.3811524	0.98507	0.996137	1.00378	1.01501	0.9115506	8.30439	6.80825	6.97954	6.48093	3.10401	4.44864	1.4597	7.71276	5.3366	6.59782	6.17364	3.09628	2.7723	1.37277	3.70904	5.80788	6.37091	6.85456	3.10492	2.48234	3.08787	2.93716	3.34135	3.71381	2.92696	4.58422	0.9013886
2840	-720.8743	-568.2222	-152.6521	4950.486	0.07887454	0.2073555	0.05322	0.9285502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.65454	0.2429084	0.981992	0.995328	1.00456	1.01812	0.9817702	8.30439	6.80825	6.97954	6.48093	4.37157	4.44864	1.21733	7.71276	5.3366	6.59782	5.82875	3.09628	2.7723	1.11625	3.82015	5.83441	6.37091	6.85456	3.10492	2.48234	3.08787	3.13621	3.34135	4.15803	2.92696	4.58422	0.9457918
2850	-722.8822	-564.553	-158.3292	22442.52	0.06536458	0.08249994	0.06400521	1.342629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.74152	0.1207267	0.991528	0.99782	1.00215	1.0085	1.406634	8.30439	6.80825	6.97954	6.48093	4.37157	4.44864	1.71261	7.71276	5.3366	6.59782	5.35467	3.09628	1.18139	1.11625	3.82015	5.83441	6.37091	6.85456	3.10492	2.48234	3.08787	3.13621	3.34135	4.57457	2.39435	4.58422	0.9544976
2860	-720.5491	-565.145	-155.4041	15876.56	0.07047697	0.2352724	0.05412231	0.692813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.803766	0.2131475	0.98993	0.997405	1.00256	1.01011	0.7469353	8.30439	6.80825	6.99906	6.48093	4.34168	4.44864	1.71261	7.71276	5.3366	6.59782	5.35467	2.96281	1.18139	1.11625	3.82015	5.83441	6.37091	6.85456	3.10492	2.48234	3.08787	3.13621	3.34135	4.57457	2.39435	4.58422	0.9275408
2870	-720.7267	-571.5201	-149.2066	103263	0.08134568	0.3281957	-0.02324268	0.9964904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.44559	0.4868141	0.996047	0.998987	1.00101	1.00396	0.9732477	8.30439	6.80825	6.99906	6.48093	4.34168	4.44864	1.71261	7.98476	5.9706	6.59782	5.35467	2.96281	1.93428	1.11625	2.30709	5.83441	6.37091	6.85456	3.10492	2.48234	3.08787	3.13621	3.34135	4.61643	2.74176	4.58422	1.023882
2880	-709.3505	-565.5437	-143.8068	132346.5	0.09667679	0.1132607	0.1057021	1.613214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.37788	0.2060513	0.996508	0.999105	1.00089	1.0035	1.718916	8.30439	6.80825	6.99906	6.48093	4.34168	4.44864	1.71261	7.98476	5.9706	6.59782	5.47752	2.96281	1.93428	1.68691	3.37004	5.83441	6.37091	6.85456	3.10492	2.48234	3.08787	3.13621	3.25763	4.61643	2.74176	4.58422	0.9385065
2890	-707.4969	-563.8096	-143.6873	67562.74	0.09256335	0.2620314	-0.01155787	0.7352007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.40736	0.2610487	0.995114	0.998747	1.00124	1.00489	0.7236429	8.30439	6.80825	6.99906	6.48093	4.34168	4.44864	1.71261	7.98476	5.90838	6.59782	5.47752	2.96281	2.15229	1.55019	3.37004	5.83441	6.37091	6.85456	3.10492	2.48234	3.08787	3.13621	3.25763	4.61643	2.9727	4.58422	1.015972
2900	-722.9069	-571.4326	-151.4743	119016.1	0.08052842	0.2403038	0.06016116	0.9649687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.42372	0.3052347	0.996318	0.999057	1.00094	1.00369	1.02513	8.30439	6.80825	6.99906	6.48093	4.70333	4.44864	1.77672	7.98476	5.90838	6.59782	5.47752	2.96281	2.15229	1.55019	3.48584	5.83441	6.37091	6.85456	3.39852	2.48234	3.08787	3.13621	3.25763	4.61643	2.86944	4.58422	0.9413136
2910	-718.6273	-566.8422	-151.7851	440137	0.07798157	0.1491148	0.01590002	1.15569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3427	0.2025309	0.998085	0.99951	1.00049	1.00192	1.17159	8.30439	6.80825	6.99906	6.48093	4.70333	4.44864	1.6184	7.98476	6.05736	6.59782	5.47752	2.96281	2.24348	1.43892	3.55379	5.9045	6.37091	6.85456	3.39852	2.48234	3.08787	3.13621	3.25763	5.36477	2.92831	4.58422	0.9864287
2920	-720.0466	-559.6381	-160.4085	903861.4	0.06397157	0.1476647	-0.0147605	1.142029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.94409	0.1978533	0.998663	0.999658	1.00034	1.00134	1.127268	8.30439	6.80825	6.99906	6.48093	4.70333	4.44864	1.6184	7.98476	6.05736	6.51445	5.47752	2.96281	1.64765	1.43892	2.57246	5.9045	6.37091	6.84589	2.94334	2.48234	3.08787	3.13621	3.25763	3.44615	2.92831	4.58422	1.013094
2930	-721.9952	-562.4517	-159.5435	178377.1	0.06187971	0.04506054	-0.009252096	2.027433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.94729	0.0956681	0.996992	0.99923	1.00077	1.00301	2.018181	8.30439	6.80825	6.99906	6.48093	4.70333	4.44864	1.45264	7.98476	6.05736	6.51445	5.47752	2.96281	1.64765	1.33517	2.64062	5.81193	6.41538	6.84589	2.94334	2.48234	3.08787	3.20455	3.25763	3.44615	3.3642	4.58422	1.004584
2940	-723.5085	-559.0543	-164.4542	599012.9	0.05788803	0.1997932	-0.00805854	0.8401293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.21653	0.2097609	0.998358	0.99958	1.00042	1.00164	0.8320707	8.30439	6.80825	6.99906	6.48093	4.70333	4.44864	1.2955	7.98476	6.05736	6.51445	5.47752	2.96281	2.64678	1.27606	2.63278	5.86201	6.64638	6.84589	2.94334	2.53876	3.08787	3.20455	2.94423	3.44615	3.3681	4.58422	1.009685
2950	-723.2489	-562.3645	-160.8844	440114.7	0.07252918	0.2051758	0.02025722	0.5932082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.07043	0.1531307	0.998085	0.99951	1.00049	1.00192	0.6134654	8.30439	6.80825	6.99906	6.48093	4.70333	4.44864	1.2955	7.98476	6.05736	6.51445	5.47752	4.21389	2.64678	1.27606	2.46371	5.69621	6.59804	6.84589	2.94334	2.53876	3.09244	3.71929	2.94423	2.71796	3.3681	4.34649	0.966979
2960	-735.3909	-570.5971	-164.7938	812437.1	0.06598005	0.1177442	-0.008526573	0.854324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.06681	0.1140165	0.99859	0.999639	1.00036	1.00141	0.8457974	8.30439	6.80825	6.99906	6.48093	3.9324	4.78513	1.2955	7.98476	6.05736	6.51445	5.70971	4.21389	2.64678	1.27606	2.46371	5.55673	6.59804	7.08262	2.94334	2.53876	3.09244	3.71929	2.94423	3.01193	3.3681	4.34649	1.010081
2970	-724.1157	-562.9134	-161.2023	557886.1	0.06373975	0.1716671	0.06508753	0.6990977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.01922	0.1448839	0.998299	0.999565	1.00043	1.0017	0.7641852	8.30439	6.80825	6.99906	6.48093	3.9324	4.78513	1.2955	7.98476	6.14294	6.51445	5.70971	3.12646	2.64678	1.27606	3.72604	5.55673	6.59804	7.08262	2.94334	2.53876	3.09244	3.71929	3.08158	3.01193	3.3681	4.34649	0.9148276
2980	-724.3407	-565.4992	-158.8415	479967	0.07564497	0.2443941	0.05800652	0.6669743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.12917	0.215727	0.998166	0.999531	1.00047	1.00184	0.7249808	8.30439	6.80825	6.99906	6.48093	3.9324	4.78513	1.2955	7.88593	6.14294	6.51445	5.90885	3.12646	2.52167	1.27606	5.42128	5.55673	6.59804	7.08262	2.94334	2.53876	3.09244	3.71059	3.08158	4.05284	3.3681	4.34649	0.9199889
2990	-732.4917	-571.8377	-160.6541	927169.5	0.06590203	0.2320971	0.02155254	0.6683767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8509	0.2020155	0.99868	0.999663	1.00034	1.00132	0.6899292	8.30439	6.80825	6.99906	6.48093	3.9324	4.78513	1.2955	7.88593	6.14294	6.51445	5.90885	3.12646	2.52167	1.23079	5.42128	5.9967	6.59804	7.08262	2.94334	2.53876	3.07303	3.71059	3.27233	4.05284	3.3681	4.34649	0.9687612
3000	-722.5383	-565.2865	-157.2518	575456.2	0.06681879	0.1512012	-0.04100059	1.000114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.70262	0.1781559	0.998325	0.999572	1.00043	1.00168	0.9591136	8.30439	6.80825	6.99906	6.48093	3.9324	4.78513	1.2955	7.88593	6.14294	6.51445	5.90885	3.12646	2.68908	1.29984	5.42128	5.9967	6.59804	7.08262	2.94334	2.50894	2.86236	3.71059	3.32889	4.54086	3.3681	4.34649	1.042748
3010	-733.572	-573.4705	-160.1016	402898.9	0.06279012	0.3825925	0.005907399	0.5034025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.71944	0.3119464	0.997998	0.999488	1.00051	1.002	0.5093099	8.30439	6.80825	6.99906	6.48093	3.9324	4.78513	1.2955	7.88593	6.14294	6.51445	5.90885	3.12646	1.55559	1.29984	5.42128	5.9967	6.59804	7.08262	2.94334	2.50894	2.86236	3.71059	3.32889	3.37955	3.3681	3.23486	0.9884012
3020	-730.5851	-571.9433	-158.6418	478398.6	0.0612415	0.1736747	0.05986594	0.8054759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.84161	0.1692926	0.998163	0.99953	1.00047	1.00184	0.8653418	8.30439	6.80825	6.99906	6.48093	3.9324	4.78513	1.2955	7.88593	6.14294	6.51445	6.08235	3.12646	1.55559	1.29984	5.36269	5.9967	6.59804	7.08262	2.94334	2.50894	2.86236	3.71059	3.32889	3.37955	3.3681	4.03855	0.9308182
3030	-722.7892	-563.9262	-158.8631	606698	0.06170269	0.3835067	0.0570412	0.5475558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.08567	0.3406223	0.998369	0.999583	1.00042	1.00163	0.604597	8.30439	6.80825	6.51247	6.48093	3.9324	4.78513	1.30991	7.88593	5.50797	6.51445	6.08235	3.12646	1.55559	1.26681	5.39244	5.78744	6.59804	7.08262	2.94334	2.50894	2.86236	3.71059	3.32889	2.92068	3.3681	4.03855	0.9056542
3040	-724.3515	-564.0556	-160.2959	625821.7	0.06594217	0.1028107	0.1302701	1.214206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.72842	0.1391383	0.998394	0.999589	1.00041	1.00161	1.344476	8.30439	6.80825	6.51247	6.48093	4.22878	4.78513	1.42257	7.88593	5.91915	6.51445	6.08235	3.12646	1.55559	1.26681	5.48182	5.78744	6.59804	7.08262	2.94334	2.50894	2.86236	3.71059	3.32889	3.21633	3.3681	4.03855	0.9031072
3050	-732.8624	-564.6571	-168.2054	605278.3	0.06311349	0.05645646	0.09047004	1.631283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.62588	0.09760702	0.998367	0.999582	1.00042	1.00163	1.721753	8.30439	6.80825	6.51247	6.48093	4.26146	4.78513	1.11278	7.88593	5.60256	6.51445	6.1043	2.91305	1.55559	1.26681	5.48182	5.78744	6.59804	7.08262	2.94334	2.50894	2.86236	3.71059	3.32889	2.9381	3.3681	4.03855	0.9474547
3060	-734.4525	-569.0701	-165.3824	318161.8	0.06089692	0.02955156	0.00648779	2.372454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.71444	0.07224466	0.997747	0.999424	1.00057	1.00225	2.378942	8.30439	6.80825	6.51247	6.48093	2.91947	4.78513	1.31905	7.88593	5.60256	6.51445	6.1043	2.91305	1.55559	1.26681	5.48182	5.56573	6.59804	7.08262	2.94334	2.50894	2.86236	3.71059	3.32889	2.9381	3.3681	4.03855	0.9972728
3070	-728.6097	-562.7514	-165.8584	364596.5	0.05921938	0.04959057	-0.03184836	2.04666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.42104	0.1067909	0.997896	0.999462	1.00054	1.00211	2.014812	8.30439	6.80825	6.51247	6.48093	4.66536	4.78513	1.31905	7.88593	5.60256	6.51445	5.37389	2.91305	1.55559	1.26681	5.48182	5.56573	6.59223	6.88223	2.94334	2.55006	2.86236	3.71059	3.26296	2.9381	2.90035	4.03855	1.015807
3080	-721.9546	-563.2202	-158.7344	451691.1	0.07246687	0.05438535	-0.05287415	1.815854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.42313	0.1044356	0.998109	0.999516	1.00048	1.00189	1.762979	8.30439	6.80825	6.51247	6.48093	4.66536	4.73631	1.31905	7.88593	5.60256	6.51445	5.37389	2.91305	1.55559	1.35798	6.09713	5.56573	6.59223	6.88223	2.94334	2.55006	2.86236	3.71059	3.26296	2.9381	2.94317	4.03855	1.029991
3090	-724.033	-563.4405	-160.5924	722880.3	0.06550321	0.1769855	0.03661853	0.7901268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.40137	0.1699131	0.998505	0.999618	1.00038	1.0015	0.8267453	8.30439	6.80825	6.31864	6.48093	4.66536	4.73631	1.44016	7.39494	5.60256	6.51445	5.37389	2.91305	1.76527	1.16503	6.43484	5.56573	6.59223	6.88223	2.94334	2.55006	2.86236	3.71059	3.26296	2.68401	2.94317	4.03855	0.9557076
3100	-723.3016	-561.5612	-161.7404	995557.7	0.06001066	0.128603	0.05335074	0.8029102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.88345	0.1184956	0.998726	0.999674	1.00033	1.00127	0.856261	8.30439	6.80825	6.31864	6.48093	3.65242	4.39293	1.34135	7.49398	5.60256	6.51445	5.37389	2.91305	1.76527	1.48483	6.43484	5.56573	6.59223	6.88223	2.83438	2.55006	2.86236	3.27072	3.26296	2.68401	3.23922	4.03855	0.9376934
3110	-724.636	-561.9236	-162.7125	452917.4	0.05537279	0.03035432	0.1922859	2.520478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.53858	0.0789024	0.998112	0.999517	1.00048	1.00189	2.712763	8.30439	6.80825	6.31864	6.48093	3.65242	4.39293	1.32037	7.49398	5.60256	6.51445	5.56593	2.8379	2.13853	1.48483	6.43484	5.56573	6.59223	6.88223	2.83438	2.31848	2.86236	3.27072	3.26296	2.68401	3.23922	4.02793	0.9291181
3120	-714.5308	-561.3084	-153.2224	999852.4	0.07721162	0.06791612	-0.03837289	2.249188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6705	0.1638867	0.998729	0.999675	1.00032	1.00127	2.210815	8.30439	6.80825	6.91532	6.48093	3.65242	4.67702	1.2615	7.49398	5.60256	6.51445	5.56593	2.8379	1.12977	1.48483	5.86297	5.56573	6.59223	6.88223	2.84204	2.31848	3.16544	3.27072	3.26296	2.68401	3.23922	4.02793	1.017357
3130	-718.4729	-569.9135	-148.5594	999852.4	0.07721162	0.1077162	-0.03963449	1.540588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.27946	0.1859792	0.998729	0.999675	1.00032	1.00127	1.500953	8.30439	6.80825	6.91532	6.48093	3.65242	4.67702	1.2615	7.49398	5.60256	6.51445	5.56593	2.8379	1.12977	1.48483	5.9148	6.21741	6.59223	6.88223	2.84204	2.31848	3.16544	3.27072	3.26296	2.64207	3.23922	3.97763	1.026406
3140	-718.698	-570.8896	-147.8083	999852.4	0.074725	0.08535907	0.09514138	1.776183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.19375	0.1657627	0.998729	0.999675	1.00032	1.00127	1.871324	8.30439	6.80825	6.59842	6.48093	3.36607	4.67702	1.11783	7.49398	5.60256	6.38838	5.56593	2.8379	1.86577	1.48483	5.9148	6.21741	6.59223	6.91251	2.84204	2.31848	3.18836	3.23344	3.26296	2.64207	3.23922	3.10967	0.9491583
3150	-713.0191	-574.2902	-138.7289	956480.7	0.1232146	0.2884335	0.02786547	1.020307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2481	0.4135815	0.998701	0.999668	1.00033	1.0013	1.048173	8.30439	6.80825	6.59842	6.48093	3.36607	4.67702	1.15893	7.49398	5.7134	6.38838	5.56593	2.96057	1.86577	1.48483	5.34757	6.21741	6.59223	6.91251	2.84204	2.74281	3.18836	3.23344	3.26296	2.64207	3.23922	4.81677	0.9734152
3160	-717.9956	-573.0442	-144.9513	492821.8	0.09408507	0.1709097	-0.0424607	1.369344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.48387	0.2822782	0.99819	0.999537	1.00046	1.00181	1.326883	8.30439	6.80825	6.59842	6.48093	3.22382	4.50684	1.15893	7.49398	5.7134	6.38838	5.56593	2.96057	1.86577	1.48483	6.01659	5.9971	6.59223	6.91251	2.84204	2.74281	3.18878	3.23344	2.95812	2.64207	3.23922	4.81677	1.032
3170	-716.0477	-579.5678	-136.4799	741078.1	0.1141176	0.2127631	0.1815012	1.676954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.96621	0.453223	0.998524	0.999622	1.00038	1.00148	1.858455	8.30439	6.80825	6.59842	6.48093	3.22382	4.50684	1.15893	7.49398	5.78039	6.38838	5.56593	2.96057	1.86577	1.48483	6.01659	5.9971	6.59223	6.91251	2.84204	2.74281	3.18878	3.23344	3.08	2.75727	3.23922	4.81677	0.9023376
3180	-716.49	-576.8776	-139.6124	990890.7	0.1112474	0.2624046	0.1100735	1.112434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5756	0.3957562	0.998723	0.999674	1.00033	1.00128	1.222508	8.30439	6.80825	6.59842	6.48093	3.22382	4.66526	1.44086	7.49398	5.78039	6.38838	5.56593	2.96057	1.86577	1.47441	6.01659	5.9971	6.59223	6.91251	2.84204	2.74281	3.18878	3.23344	3.08	2.75727	3.23922	4.81677	0.9099609
3190	-716.3016	-573.7257	-142.5759	757666.8	0.1054309	0.3350523	0.0106036	0.7772392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.63845	0.3916336	0.99854	0.999627	1.00037	1.00146	0.7878428	8.30439	6.80825	6.59842	6.48093	3.22382	4.8079	1.44086	7.91182	5.78039	6.38838	5.56593	2.96057	1.86577	1.3061	4.10952	5.9971	6.30355	6.91251	2.84204	2.74281	3.18878	3.23344	3.08	2.75727	3.12745	4.81677	0.986541
3200	-714.704	-576.0431	-138.6609	607688.6	0.1043753	0.2040295	0.09129382	1.24345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.36744	0.318731	0.99837	0.999583	1.00042	1.00163	1.334744	8.30439	6.80825	6.59842	6.48093	3.22382	4.8079	1.44086	7.91182	5.78039	6.38838	5.56593	2.96057	1.86577	1.3061	3.65754	5.9971	6.30355	6.91251	3.18684	2.74281	3.18878	3.23344	3.34655	2.75727	3.12745	4.81677	0.931602
3210	-717.0857	-575.8541	-141.2316	529322.4	0.08397895	0.1923081	0.01026251	1.283178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.052432	0.3055193	0.998253	0.999553	1.00045	1.00175	1.29344	8.30439	6.80825	6.59842	6.48093	3.2736	4.8079	1.44086	7.91182	5.78039	6.38838	5.56593	2.96057	1.86577	1.38318	3.65754	5.9971	6.30355	6.9015	3.18684	2.74281	3.18878	3.09317	3.34655	2.75727	2.6039	4.81677	0.9920657
3220	-716.616	-571.0212	-145.5948	135069.2	0.103777	0.155341	0.0853787	1.073984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.41285	0.1975162	0.996543	0.999114	1.00088	1.00346	1.159363	8.30439	6.80825	6.59842	6.48093	3.83186	4.8079	1.40886	7.75186	5.78039	6.38838	5.56593	2.91031	1.86577	1.38318	4.03493	5.9971	6.30355	6.9015	3.14941	2.7354	3.18878	2.96744	3.34655	2.75727	2.6039	4.81677	0.9263572
3230	-710.6891	-566.9886	-143.7005	183224.5	0.09219804	0.04259864	0.05464991	2.196039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.30615	0.0977106	0.997032	0.99924	1.00076	1.00297	2.250689	8.30439	6.80825	6.59842	6.48093	3.83186	4.8079	1.40886	7.75186	5.78039	6.38838	5.56593	2.91031	2.30311	1.38318	6.20645	6.28322	6.30355	6.9015	3.14941	2.7354	3.14946	2.96744	3.34655	2.75727	2.62362	4.81677	0.9757186
3240	-720.3579	-566.5663	-153.7916	29163.23	0.06989694	0.2853307	-0.01601671	0.7843372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.65209	0.3131455	0.992567	0.998089	1.00189	1.00745	0.7683205	8.30439	6.80825	6.59842	6.48093	3.83186	4.8079	2.36161	7.75186	5.78039	6.38838	5.56593	2.91031	2.38576	1.5764	6.33527	6.28322	6.30355	6.9015	3.14941	2.7354	3.14946	2.96744	3.34655	2.36434	3.16322	4.81677	1.020846
3250	-717.2753	-570.2886	-146.9867	7470.785	0.07382551	0.07325984	0.006649127	1.997878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.49641	0.1579345	0.985332	0.996206	1.00372	1.01474	2.004527	8.30439	6.80825	6.59842	6.48093	3.99051	4.8079	2.36161	7.75186	5.53052	6.38838	5.57163	2.91031	2.38576	1.6489	6.33527	6.28322	6.30355	6.9015	3.14941	2.35209	3.08084	2.96744	3.34655	2.36434	2.6292	4.81677	0.9966829
3260	-708.8234	-563.0681	-145.7554	1435.345	0.08871493	0.07406177	0.1748773	1.900344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.82874	0.1520003	0.966651	0.991233	1.00837	1.03375	2.075221	8.30439	6.80825	6.59842	6.48093	3.99051	4.8079	2.36161	7.75186	6.22767	6.38838	5.57163	2.91031	1.47811	1.6489	6.33527	6.28322	6.30355	6.9015	3.14941	2.35209	3.19797	2.96744	3.34655	2.36434	2.6292	4.81677	0.9157308
3270	-715.1511	-565.1285	-150.0226	12461.36	0.08025625	0.1468846	0.06260589	1.131924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.98254	0.1948883	0.988636	0.997069	1.00289	1.01141	1.19453	8.30439	6.80825	6.59842	6.48093	4.0276	4.8079	2.36161	7.75186	6.19163	6.38838	5.57163	2.91031	1.47811	2.00841	6.33527	6.28322	6.30355	6.9015	3.14941	2.35209	3.19797	2.96744	3.34655	2.36434	2.6292	4.81677	0.9475895
3280	-723.2003	-571.474	-151.7263	26508.16	0.06257174	0.08504381	0.1029749	1.637575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.07646	0.1522102	0.992204	0.997995	1.00198	1.00782	1.74055	8.30439	6.80825	6.59842	6.48093	4.0276	4.8079	2.36161	7.43443	6.19163	6.38838	5.55554	2.99491	1.47811	1.99707	6.33527	6.28322	6.30355	6.9015	3.14941	2.35209	3.19797	2.87758	3.34655	2.36434	2.6292	4.81677	0.9408377
3290	-718.8962	-562.4882	-156.408	44629.93	0.07826065	0.08772593	0.08907101	1.431777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.67822	0.1376823	0.99399	0.998457	1.00153	1.00602	1.520848	8.30439	6.80825	6.59842	6.48093	4.0276	4.33922	2.36161	7.43443	6.19163	6.38838	6.16557	2.99491	1.47811	1.99707	6.58508	6.28322	6.30355	7.14643	3.14941	2.35209	3.19797	3.10956	3.34655	2.36434	2.6292	3.7044	0.9414333
